, ,,,Week 7 - Deadline is 10am Thursday 4th December,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,,Sunday,,,,,,,,,
,No.,Store,Window,Forecast,Confirmed,Forecast,Confirmed,Forecast,Confirmed,Forecast,Confirmed,Forecast,Confirmed,Forecast,Confirmed,Forecast,Confirmed,Total Hours provided,Forecasted Hours,Guide Hours,Required Flex,Provided vs Forecasted Hours,Provided vs Guide Hours,Reason for not meeting Headcount,Actions being taken to resolve for future weeks
,128,Middlesbrough,Total Hours,52,52,52,52,46,46,46,46,62,62,66,66,66,66,390,390,389,1,0,1,,
#REF!,48,Newark,07.30-9.30,4,4,3,3,2,2,3,3,3,3,4,4,0,,,,,,,,,
#REF!,48,Newark,09.30-11.30,4,4,2,2,2,2,2,2,2,2,4,4,4,4,,,,,,,,
#REF!,48,Newark,11.30-13.30,0,,0,,0,,0,,0,,0,,4,4,,,,,,,,
,48,Newark,Total Hours,16,16,10,10,8,8,10,10,10,10,16,16,16,16,86,86,87,-1,0,-1,,
#REF!,216,Reddish,05.30-7.30,4,4,4,4,4,4,4,4,5,5,7,7,4,4,,,,,,,,
#REF!,216,Reddish,07.30-9.30,7,7,7,7,6,6,7,7,7,7,7,7,7,7,,,,,,,,
#REF!,216,Reddish,09.30-11.30,7,7,7,7,6,6,7,7,7,7,7,7,7,7,,,,,,,,
#REF!,216,Reddish,11.30-13.30,7,7,7,7,6,6,7,7,7,7,8,8,7,7,,,,,,,,
#REF!,216,Reddish,13.30-15.30,6,6,7,7,6,6,7,7,7,7,8,8,7,7,,,,,,,,
#REF!,216,Reddish,15.30-17.30,5,5,5,5,5,5,6,6,6,6,7,7,7,7,,,,,,,,
#REF!,216,Reddish,17.30-19.30,4,4,3,3,3,3,4,4,4,4,3,3,3,3,,,,,,,,
,216,Reddish,Total Hours,80,80,80,80,72,72,84,84,86,86,94,94,84,84,580,580,580,0,0,0,,
,129,Rhyl,09.30-11.30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,
#REF!,129,Rhyl,11.30-13.30,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,
#REF!,129,Rhyl,13.30-15.30,2,2,2,2,2,2,2,2,2,2,3,3,2,2,,,,,,,,
,129,Rhyl,Total Hours,10,10,10,10,8,8,10,10,10,10,12,12,10,10,70,70,69,1,0,1,,
#REF!,21,St Helens,05.30-7.30,5,5,4,4,5,5,4,4,5,5,6,6,7,7,,,,,,,,
#REF!,21,St Helens,07.30-9.30,12,12,11,11,11,11,12,12,15,15,16,16,14,14,,,,,,,,
#REF!,21,St Helens,09.30-11.30,12,12,11,11,11,11,12,12,15,15,16,16,14,14,,,,,,,,
#REF!,21,St Helens,11.30-13.30,12,12,11,11,11,11,11,11,14,14,16,16,14,14,,,,,,,,
#REF!,21,St Helens,13.30-15.30,12,12,10,10,11,11,11,11,13,13,14,14,13,13,,,,,,,,
#REF!,21,St Helens,15.30-17.30,6,6,7,7,7,7,6,6,8,8,8,8,6,6,,,,,,,,
#REF!,21,St Helens,17.30-19.30,4,4,3,3,4,4,4,4,6,6,4,4,4,4,,,,,,,,
,21,St Helens,Total Hours,126,126,114,114,120,120,120,120,152,152,160,160,144,144,936,936,937,-1,0,-1,,
#REF!,27,Staveley,05.30-7.30,3,3,3,3,3,2,3,3,5,5,6,6,5,4,,,,,,,,
#REF!,27,Staveley,07.30-9.30,3,3,3,3,3,3,3,3,5,5,6,6,5,5,,,,,,,,
#REF!,27,Staveley,09.30-11.30,3,5,4,4,4,4,5,5,5,5,6,6,5,5,,,,,,,,
#REF!,27,Staveley,11.30-13.30,5,4,4,4,4,4,5,5,5,5,6,6,5,5,,,,,,,,
#REF!,27,Staveley,13.30-15.30,3,3,3,3,3,3,3,3,5,5,3,3,3,3,,,,,,,,
#REF!,27,Staveley,15.30-17.30,2,2,3,3,2,3,3,3,3,3,3,3,2,2,,,,,,,,
,27,Staveley,Total Hours,38,40,40,40,38,38,44,44,56,56,60,60,50,48,326,326,326,0,0,0,,
#REF!,196,Stevenston,05.30-7.30,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,
#REF!,196,Stevenston,07.30-9.30,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,
#REF!,196,Stevenston,09.30-11.30,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,
#REF!,196,Stevenston,11.30-13.30,3,3,2,2,2,2,3,3,3,3,3,3,3,3,,,,,,,,
#REF!,196,Stevenston,13.30-15.30,2,2,2,2,0,0,0,0,2,2,3,3,2,2,,,,,,,,
#REF!,196,Stevenston,15.30-17.30,2,2,0,0,0,0,0,0,2,2,2,2,2,2,,,,,,,,
,196,Stevenston,Total Hours,32,32,26,26,22,22,24,24,32,32,34,34,32,32,202,202,203,-1,0,-1,,
#REF!,197,Stirling,05.30-7.30,3,3,3,3,3,3,3,3,3,3,4,3,4,3,,,,,,,,
#REF!,197,Stirling,07.30-9.30,3,3,3,3,4,4,4,4,4,4,4,3,4,4,,,,,,,,
#REF!,197,Stirling,09.30-11.30,3,3,3,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,
#REF!,197,Stirling,11.30-13.30,3,3,3,3,3,3,3,5,4,4,4,4,4,4,,,,,,,,
